time,open,high,low,close,Volume
2024-09-23T16:36:00Z,1.13,1.13,1.13,1.13,2649
2024-09-23T16:37:00Z,1.14,1.16,1.14,1.16,12086
2024-09-23T16:38:00Z,1.16,1.17,1.16,1.17,21299
2024-09-23T16:39:00Z,1.16,1.16,1.14,1.14,11819
2024-09-23T16:40:00Z,1.14,1.14,1.14,1.14,1237
2024-09-23T16:41:00Z,1.15,1.15,1.15,1.15,194
2024-09-23T16:42:00Z,1.14,1.14,1.14,1.14,2050
2024-09-23T16:43:00Z,1.13,1.13,1.13,1.13,1769
2024-09-23T16:45:00Z,1.13,1.14,1.12,1.14,8146
2024-09-23T16:47:00Z,1.15,1.15,1.15,1.15,1100
2024-09-23T16:48:00Z,1.15,1.16,1.15,1.16,8955
2024-09-23T16:49:00Z,1.16,1.16,1.16,1.16,300
2024-09-23T16:50:00Z,1.15,1.15,1.13,1.13,10485
2024-09-23T16:51:00Z,1.14,1.14,1.14,1.14,1400
2024-09-23T16:52:00Z,1.14,1.14,1.14,1.14,700
2024-09-23T16:54:00Z,1.13,1.13,1.13,1.13,2387
2024-09-23T16:57:00Z,1.12,1.12,1.12,1.12,12129
2024-09-23T16:58:00Z,1.11,1.12,1.11,1.12,5670
2024-09-23T16:59:00Z,1.12,1.12,1.11,1.11,6507
2024-09-23T17:00:00Z,1.12,1.12,1.12,1.12,1075
2024-09-23T17:02:00Z,1.11,1.11,1.11,1.11,1101
2024-09-23T17:04:00Z,1.11,1.11,1.1,1.1,6194
2024-09-23T17:05:00Z,1.1,1.1,1.1,1.1,10230
2024-09-23T17:06:00Z,1.11,1.11,1.11,1.11,4720
2024-09-23T17:10:00Z,1.1,1.1,1.1,1.1,100
2024-09-23T17:12:00Z,1.1,1.1,1.1,1.1,300
2024-09-23T17:13:00Z,1.1,1.1,1.1,1.1,2313
2024-09-23T17:14:00Z,1.11,1.13,1.11,1.13,3120
2024-09-23T17:15:00Z,1.12,1.12,1.12,1.12,3400
2024-09-23T17:16:00Z,1.12,1.12,1.12,1.12,900
2024-09-23T17:17:00Z,1.12,1.12,1.12,1.12,3100
2024-09-23T17:18:00Z,1.12,1.16,1.12,1.14,48448
2024-09-23T17:20:00Z,1.14,1.17,1.14,1.17,27767
2024-09-23T17:21:00Z,1.16,1.16,1.14,1.15,14281
2024-09-23T17:22:00Z,1.14,1.15,1.14,1.15,1073
2024-09-23T17:23:00Z,1.15,1.15,1.13,1.13,6178
2024-09-23T17:24:00Z,1.13,1.13,1.12,1.12,7665
2024-09-23T17:25:00Z,1.12,1.12,1.12,1.12,1704
2024-09-23T17:26:00Z,1.12,1.12,1.12,1.12,109
2024-09-23T17:28:00Z,1.12,1.12,1.12,1.12,11789
2024-09-23T17:29:00Z,1.11,1.11,1.1,1.1,9418
2024-09-23T17:30:00Z,1.11,1.11,1.11,1.11,1700
2024-09-23T17:33:00Z,1.1,1.1,1.06,1.07,26533
2024-09-23T17:34:00Z,1.08,1.09,1.065,1.08,14596
2024-09-23T17:35:00Z,1.09,1.09,1.08,1.08,8756
2024-09-23T17:37:00Z,1.09,1.09,1.08,1.08,7555
2024-09-23T17:39:00Z,1.09,1.1,1.09,1.09,1199
2024-09-23T17:42:00Z,1.09,1.09,1.08,1.08,314
2024-09-23T17:43:00Z,1.08,1.08,1.08,1.08,184
2024-09-23T17:45:00Z,1.08,1.09,1.08,1.09,101
2024-09-23T17:46:00Z,1.08,1.08,1.07,1.07,4095
2024-09-23T17:48:00Z,1.07,1.07,1.07,1.07,151
2024-09-23T17:51:00Z,1.07,1.07,1.07,1.07,9253
2024-09-23T17:52:00Z,1.07,1.07,1.07,1.07,4068
2024-09-23T17:53:00Z,1.06,1.06,1.06,1.06,190
2024-09-23T17:54:00Z,1.06,1.06,1.06,1.06,10964
2024-09-23T17:57:00Z,1.06,1.06,1.06,1.06,17
2024-09-23T18:00:00Z,1.07,1.08,1.07,1.08,11514
2024-09-23T18:01:00Z,1.09,1.09,1.09,1.09,2955
2024-09-23T18:02:00Z,1.09,1.09,1.09,1.09,4100
2024-09-23T18:03:00Z,1.1,1.11,1.1,1.11,14634
2024-09-23T18:04:00Z,1.11,1.11,1.11,1.11,9810
2024-09-23T18:06:00Z,1.1,1.11,1.1,1.11,12983
2024-09-23T18:07:00Z,1.11,1.11,1.11,1.11,3900
2024-09-23T18:08:00Z,1.11,1.12,1.11,1.12,6538
2024-09-23T18:10:00Z,1.11,1.11,1.1,1.1,6250
2024-09-23T18:11:00Z,1.11,1.11,1.11,1.11,1305
2024-09-23T18:13:00Z,1.11,1.11,1.11,1.11,8465
2024-09-23T18:14:00Z,1.11,1.11,1.1,1.1,8763
2024-09-23T18:15:00Z,1.09,1.09,1.07,1.09,10327
2024-09-23T18:17:00Z,1.09,1.1,1.09,1.1,4197
2024-09-23T18:18:00Z,1.1,1.1,1.1,1.1,1000
2024-09-23T18:19:00Z,1.09,1.09,1.09,1.09,190
2024-09-23T18:22:00Z,1.1,1.1,1.1,1.1,2443
2024-09-23T18:25:00Z,1.1,1.1,1.1,1.1,100
2024-09-23T18:26:00Z,1.11,1.11,1.1,1.1,1059
2024-09-23T18:27:00Z,1.11,1.11,1.11,1.11,707
2024-09-23T18:28:00Z,1.11,1.11,1.11,1.11,2101
2024-09-23T18:30:00Z,1.1,1.1,1.1,1.1,6186
2024-09-23T18:31:00Z,1.09,1.09,1.09,1.09,4349
2024-09-23T18:32:00Z,1.08,1.09,1.08,1.09,1400
2024-09-23T18:33:00Z,1.09,1.09,1.08,1.08,5918
2024-09-23T18:35:00Z,1.09,1.09,1.09,1.09,100
2024-09-23T18:36:00Z,1.09,1.09,1.09,1.09,909
2024-09-23T18:37:00Z,1.09,1.09,1.09,1.09,475
2024-09-23T18:39:00Z,1.09,1.115,1.09,1.11,15810
2024-09-23T18:40:00Z,1.11,1.155,1.11,1.155,59129
2024-09-23T18:41:00Z,1.16,1.16,1.14,1.15,9908
2024-09-23T18:42:00Z,1.15,1.15,1.15,1.15,2554
2024-09-23T18:43:00Z,1.14,1.14,1.14,1.14,4590
2024-09-23T18:44:00Z,1.145,1.17,1.145,1.16,33992
2024-09-23T18:45:00Z,1.17,1.18,1.17,1.18,13458
2024-09-23T18:46:00Z,1.18,1.22,1.18,1.18,70336
2024-09-23T18:47:00Z,1.18,1.18,1.17,1.17,16081
2024-09-23T18:48:00Z,1.18,1.19,1.18,1.18,6686
2024-09-23T18:49:00Z,1.18,1.19,1.18,1.19,5870
2024-09-23T18:50:00Z,1.19,1.19,1.18,1.18,4868
2024-09-23T18:51:00Z,1.17,1.17,1.16,1.16,13212
2024-09-23T18:52:00Z,1.16,1.16,1.15,1.16,11062
2024-09-23T18:53:00Z,1.17,1.17,1.16,1.16,5105
2024-09-23T18:54:00Z,1.15,1.15,1.13,1.14,19958
2024-09-23T18:55:00Z,1.135,1.135,1.135,1.135,100
2024-09-23T18:56:00Z,1.14,1.14,1.13,1.13,3026
2024-09-23T18:57:00Z,1.14,1.14,1.135,1.135,320
2024-09-23T18:58:00Z,1.13,1.13,1.13,1.13,749
2024-09-23T18:59:00Z,1.13,1.13,1.12,1.12,900
2024-09-23T19:01:00Z,1.13,1.13,1.12,1.12,1181
2024-09-23T19:02:00Z,1.11,1.11,1.11,1.11,3500
2024-09-23T19:04:00Z,1.11,1.11,1.11,1.11,5
2024-09-23T19:05:00Z,1.12,1.13,1.12,1.13,14027
2024-09-23T19:07:00Z,1.14,1.15,1.14,1.14,4786
2024-09-23T19:08:00Z,1.13,1.13,1.12,1.12,13283
2024-09-23T19:10:00Z,1.12,1.12,1.12,1.12,1600
2024-09-23T19:12:00Z,1.12,1.12,1.12,1.12,220
2024-09-23T19:13:00Z,1.12,1.12,1.12,1.12,727
2024-09-23T19:16:00Z,1.12,1.12,1.12,1.12,1755
2024-09-23T19:18:00Z,1.11,1.11,1.11,1.11,477
2024-09-23T19:19:00Z,1.115,1.115,1.1,1.1,3351
2024-09-23T19:21:00Z,1.1,1.1,1.09,1.09,1050
2024-09-23T19:22:00Z,1.1,1.1,1.1,1.1,2400
2024-09-23T19:24:00Z,1.09,1.09,1.07,1.07,16294
2024-09-23T19:25:00Z,1.07,1.09,1.07,1.08,3821
2024-09-23T19:26:00Z,1.07,1.07,1.01,1.04,77420
2024-09-23T19:27:00Z,1.04,1.08,1.04,1.06,7904
2024-09-23T19:28:00Z,1.06,1.06,1.06,1.06,1400
2024-09-23T19:29:00Z,1.05,1.05,1.05,1.05,3196
2024-09-23T19:30:00Z,1.055,1.055,1.055,1.055,300
2024-09-23T19:31:00Z,1.06,1.06,1.06,1.06,797
2024-09-23T19:33:00Z,1.06,1.06,1.06,1.06,250
2024-09-23T19:34:00Z,1.06,1.06,1.06,1.06,413
2024-09-23T19:35:00Z,1.06,1.09,1.06,1.09,8040
2024-09-23T19:36:00Z,1.08,1.09,1.07,1.08,5735
2024-09-23T19:37:00Z,1.09,1.09,1.085,1.085,300
2024-09-23T19:39:00Z,1.08,1.085,1.08,1.08,4734
2024-09-23T19:40:00Z,1.09,1.09,1.09,1.09,2788
2024-09-23T19:41:00Z,1.08,1.08,1.08,1.08,4997
2024-09-23T19:42:00Z,1.08,1.08,1.07,1.07,2266
2024-09-23T19:44:00Z,1.06,1.06,1.06,1.06,2066
2024-09-23T19:45:00Z,1.065,1.07,1.065,1.07,1992
2024-09-23T19:46:00Z,1.07,1.07,1.07,1.07,1881
2024-09-23T19:47:00Z,1.075,1.075,1.07,1.07,1500
2024-09-23T19:48:00Z,1.07,1.075,1.07,1.07,4100
2024-09-23T19:49:00Z,1.07,1.075,1.07,1.075,1000
2024-09-23T19:50:00Z,1.08,1.08,1.075,1.08,28289
2024-09-23T19:51:00Z,1.09,1.11,1.09,1.11,20404
2024-09-23T19:52:00Z,1.12,1.12,1.12,1.12,8104
2024-09-23T19:53:00Z,1.12,1.13,1.12,1.12,10461
2024-09-23T19:54:00Z,1.12,1.12,1.11,1.11,12541
2024-09-23T19:55:00Z,1.12,1.18,1.11,1.16,54992
2024-09-23T19:56:00Z,1.16,1.17,1.14,1.14,12872
2024-09-23T19:57:00Z,1.13,1.14,1.13,1.14,5965
2024-09-23T19:58:00Z,1.14,1.16,1.12,1.13,25225
2024-09-23T19:59:00Z,1.13,1.19,1.11,1.19,16881
2024-09-23T20:00:00Z,1.15,1.18,1.15,1.16,483
2024-09-23T20:01:00Z,1.13,1.13,1.13,1.13,100
2024-09-23T20:02:00Z,1.13,1.13,1.13,1.13,307
2024-09-23T20:03:00Z,1.14,1.16,1.14,1.16,596
2024-09-23T20:04:00Z,1.15,1.15,1.15,1.15,80
2024-09-23T20:06:00Z,1.13,1.13,1.13,1.13,240
2024-09-23T20:07:00Z,1.13,1.13,1.12,1.12,300
2024-09-23T20:08:00Z,1.12,1.12,1.11,1.11,2701
2024-09-23T20:09:00Z,1.12,1.12,1.11,1.11,1410
2024-09-23T20:10:00Z,1.11,1.119,1.1,1.1,142
2024-09-23T20:11:00Z,1.1,1.11,1.1,1.11,1880
2024-09-23T20:12:00Z,1.11,1.11,1.11,1.11,762
2024-09-23T20:13:00Z,1.13,1.13,1.12,1.12,1600
2024-09-23T20:14:00Z,1.121,1.13,1.12,1.121,450
2024-09-23T20:16:00Z,1.13,1.13,1.13,1.13,200
2024-09-23T20:17:00Z,1.12,1.12,1.12,1.12,372
2024-09-23T20:18:00Z,1.12,1.12,1.12,1.12,176
2024-09-23T20:19:00Z,1.13,1.13,1.13,1.13,100
2024-09-23T20:23:00Z,1.14,1.14,1.131,1.131,665
2024-09-23T20:24:00Z,1.13,1.13,1.13,1.13,143
2024-09-23T20:26:00Z,1.13,1.14,1.13,1.14,157
2024-09-23T20:27:00Z,1.13,1.14,1.13,1.14,400
2024-09-23T20:31:00Z,1.14,1.14,1.14,1.14,106
2024-09-23T20:32:00Z,1.15,1.15,1.15,1.15,25
2024-09-23T20:33:00Z,1.14,1.14,1.14,1.14,10
2024-09-23T20:34:00Z,1.16,1.16,1.15,1.15,1732
2024-09-23T20:35:00Z,1.16,1.16,1.16,1.16,3176
2024-09-23T20:36:00Z,1.165,1.18,1.165,1.17,1534
2024-09-23T20:37:00Z,1.17,1.17,1.17,1.17,3
2024-09-23T20:42:00Z,1.16,1.16,1.16,1.16,300
2024-09-23T20:53:00Z,1.16,1.17,1.16,1.17,700
2024-09-23T20:54:00Z,1.16,1.16,1.16,1.16,200
2024-09-23T20:57:00Z,1.16,1.17,1.16,1.17,2050
2024-09-23T20:58:00Z,1.17,1.18,1.17,1.18,636
2024-09-23T21:00:00Z,1.17,1.17,1.17,1.17,600
2024-09-23T21:01:00Z,1.165,1.17,1.165,1.17,221
2024-09-23T21:05:00Z,1.15,1.15,1.15,1.15,100
2024-09-23T21:06:00Z,1.141,1.141,1.141,1.141,100
2024-09-23T21:07:00Z,1.14,1.14,1.14,1.14,50
2024-09-23T21:13:00Z,1.15,1.15,1.15,1.15,1
2024-09-23T21:14:00Z,1.15,1.16,1.15,1.151,634
2024-09-23T21:15:00Z,1.15,1.15,1.15,1.15,131
2024-09-23T21:27:00Z,1.155,1.16,1.155,1.16,393
2024-09-23T21:28:00Z,1.16,1.16,1.16,1.16,1200
2024-09-23T21:29:00Z,1.16,1.16,1.16,1.16,963
2024-09-23T21:30:00Z,1.165,1.165,1.15,1.15,709
2024-09-23T21:32:00Z,1.16,1.16,1.16,1.16,10
2024-09-23T21:34:00Z,1.13,1.13,1.13,1.13,191
2024-09-23T21:35:00Z,1.13,1.14,1.13,1.14,192
2024-09-23T21:36:00Z,1.15,1.16,1.15,1.16,1790
2024-09-23T21:38:00Z,1.14,1.14,1.14,1.14,154
2024-09-23T21:39:00Z,1.14,1.14,1.14,1.14,1160
2024-09-23T21:41:00Z,1.14,1.14,1.14,1.14,653
2024-09-23T21:48:00Z,1.14,1.14,1.13,1.13,600
2024-09-23T21:49:00Z,1.14,1.14,1.14,1.14,10
2024-09-23T21:50:00Z,1.13,1.14,1.12,1.14,2175
2024-09-23T21:51:00Z,1.12,1.12,1.12,1.12,603
2024-09-23T21:52:00Z,1.11,1.11,1.11,1.11,254
2024-09-23T21:53:00Z,1.11,1.11,1.1,1.1,5318
2024-09-23T21:54:00Z,1.105,1.11,1.1,1.1,575
2024-09-23T21:55:00Z,1.1,1.1,1.1,1.1,569
2024-09-23T21:56:00Z,1.09,1.09,1.09,1.09,914
2024-09-23T21:57:00Z,1.09,1.09,1.09,1.09,689
2024-09-23T21:58:00Z,1.09,1.09,1.09,1.09,1311
2024-09-23T21:59:00Z,1.09,1.11,1.09,1.11,801
2024-09-23T22:01:00Z,1.1,1.1,1.1,1.1,217
2024-09-23T22:02:00Z,1.11,1.11,1.11,1.11,225
2024-09-23T22:03:00Z,1.1,1.1,1.095,1.1,4365
2024-09-23T22:04:00Z,1.1,1.105,1.1,1.1,313
2024-09-23T22:05:00Z,1.09,1.09,1.09,1.09,25
2024-09-23T22:10:00Z,1.1,1.11,1.09,1.095,1969
2024-09-23T22:15:00Z,1.095,1.1,1.095,1.1,728
2024-09-23T22:16:00Z,1.09,1.09,1.09,1.09,401
2024-09-23T22:19:00Z,1.09,1.09,1.09,1.09,711
2024-09-23T22:21:00Z,1.095,1.1,1.09,1.09,2000
2024-09-23T22:22:00Z,1.08,1.08,1.08,1.08,96
2024-09-23T22:23:00Z,1.08,1.08,1.08,1.08,404
2024-09-23T22:25:00Z,1.07,1.07,1.07,1.07,310
2024-09-23T22:26:00Z,1.06,1.08,1.06,1.07,1808
2024-09-23T22:27:00Z,1.07,1.08,1.07,1.08,591
2024-09-23T22:28:00Z,1.07,1.07,1.07,1.07,101
2024-09-23T22:30:00Z,1.06,1.06,1.06,1.06,385
2024-09-23T22:31:00Z,1.07,1.07,1.07,1.07,1185
2024-09-23T22:32:00Z,1.075,1.08,1.075,1.08,2004
2024-09-23T22:33:00Z,1.08,1.08,1.08,1.08,105
2024-09-23T22:34:00Z,1.07,1.08,1.07,1.08,2366
2024-09-23T22:35:00Z,1.085,1.09,1.08,1.08,3347
2024-09-23T22:36:00Z,1.085,1.1,1.07,1.07,2167
2024-09-23T22:37:00Z,1.07,1.08,1.07,1.08,301
2024-09-23T22:38:00Z,1.08,1.08,1.06,1.06,3337
2024-09-23T22:39:00Z,1.06,1.06,1.06,1.06,2317
2024-09-23T22:40:00Z,1.065,1.07,1.065,1.07,500
2024-09-23T22:41:00Z,1.065,1.07,1.065,1.07,1237
2024-09-23T22:43:00Z,1.06,1.07,1.06,1.07,426
2024-09-23T22:45:00Z,1.075,1.08,1.065,1.07,7358
2024-09-23T22:46:00Z,1.075,1.08,1.075,1.08,941
2024-09-23T22:47:00Z,1.08,1.08,1.07,1.07,1950
2024-09-23T22:48:00Z,1.06,1.07,1.06,1.07,233
2024-09-23T22:50:00Z,1.07,1.08,1.07,1.08,446
2024-09-23T22:51:00Z,1.07,1.07,1.04,1.04,7483
2024-09-23T22:52:00Z,1.04,1.04,1.04,1.04,942
2024-09-23T22:53:00Z,1.045,1.05,1.045,1.05,374
2024-09-23T22:54:00Z,1.06,1.07,1.06,1.06,4346
2024-09-23T22:55:00Z,1.06,1.07,1.06,1.07,2839
2024-09-23T22:56:00Z,1.075,1.08,1.07,1.07,1813
2024-09-23T22:57:00Z,1.07,1.08,1.07,1.08,741
2024-09-23T22:58:00Z,1.08,1.085,1.08,1.085,50
2024-09-23T23:02:00Z,1.07,1.07,1.07,1.07,200
2024-09-23T23:07:00Z,1.07,1.07,1.07,1.07,194
2024-09-23T23:08:00Z,1.07,1.07,1.07,1.07,1
2024-09-23T23:09:00Z,1.08,1.09,1.08,1.09,263
2024-09-23T23:10:00Z,1.08,1.08,1.08,1.08,600
2024-09-23T23:11:00Z,1.07,1.07,1.07,1.07,1893
2024-09-23T23:12:00Z,1.075,1.075,1.075,1.075,1
2024-09-23T23:13:00Z,1.075,1.08,1.075,1.08,410
2024-09-23T23:14:00Z,1.07,1.08,1.07,1.075,1596
2024-09-23T23:15:00Z,1.07,1.07,1.07,1.07,2100
2024-09-23T23:16:00Z,1.06,1.06,1.06,1.06,400
2024-09-23T23:17:00Z,1.06,1.06,1.06,1.06,224
2024-09-23T23:19:00Z,1.06,1.06,1.06,1.06,275
2024-09-23T23:21:00Z,1.06,1.06,1.06,1.06,1
2024-09-23T23:23:00Z,1.07,1.07,1.07,1.07,179
2024-09-23T23:25:00Z,1.06,1.06,1.06,1.06,5
2024-09-23T23:26:00Z,1.06,1.06,1.06,1.06,195
2024-09-23T23:27:00Z,1.065,1.065,1.065,1.065,133
2024-09-23T23:29:00Z,1.06,1.06,1.06,1.06,1900
2024-09-23T23:30:00Z,1.06,1.06,1.06,1.06,400
2024-09-23T23:31:00Z,1.06,1.06,1.06,1.06,195
2024-09-23T23:32:00Z,1.06,1.07,1.06,1.07,330
2024-09-23T23:33:00Z,1.06,1.06,1.06,1.06,1
2024-09-23T23:36:00Z,1.06,1.06,1.06,1.06,200
2024-09-23T23:40:00Z,1.06,1.06,1.06,1.06,1
2024-09-23T23:45:00Z,1.07,1.07,1.07,1.07,2912
2024-09-23T23:46:00Z,1.07,1.075,1.07,1.075,176
2024-09-23T23:47:00Z,1.08,1.08,1.08,1.08,200
2024-09-23T23:48:00Z,1.07,1.08,1.07,1.07,434
2024-09-23T23:49:00Z,1.07,1.07,1.07,1.07,20
2024-09-23T23:51:00Z,1.07,1.08,1.07,1.07,1702
2024-09-23T23:52:00Z,1.07,1.07,1.07,1.07,209
2024-09-23T23:53:00Z,1.061,1.061,1.06,1.06,4100
2024-09-23T23:56:00Z,1.05,1.06,1.05,1.06,450
2024-09-23T23:57:00Z,1.05,1.05,1.05,1.05,200
2024-09-23T23:58:00Z,1.04,1.04,1.03,1.03,2200
2024-09-23T23:59:00Z,1.04,1.04,1.04,1.04,200
2024-09-24T08:00:00Z,1.05,1.07,1.04,1.04,734
2024-09-24T08:01:00Z,1.05,1.05,1.01,1.01,885
2024-09-24T08:02:00Z,1.01,1.02,1,1.02,2382
2024-09-24T08:03:00Z,1.02,1.02,1.01,1.01,403
2024-09-24T08:04:00Z,1.01,1.01,1,1,1960
2024-09-24T08:05:00Z,1.01,1.01,1.01,1.01,3
2024-09-24T08:06:00Z,1,1.01,1,1,1165
2024-09-24T08:07:00Z,1.01,1.01,1.01,1.01,420
2024-09-24T08:08:00Z,1.01,1.01,1.01,1.01,194
2024-09-24T08:09:00Z,1.01,1.01,0.9899,1,1142
2024-09-24T08:10:00Z,1,1.01,1,1.01,4917
2024-09-24T08:11:00Z,1.01,1.02,1.01,1.02,420
2024-09-24T08:12:00Z,1.03,1.03,1.02,1.03,250
2024-09-24T08:13:00Z,1.03,1.03,1.02,1.02,173
2024-09-24T08:14:00Z,1.02,1.03,1.02,1.02,872
2024-09-24T08:15:00Z,1.02,1.02,1.02,1.02,389
2024-09-24T08:16:00Z,1.03,1.03,1.02,1.02,2214
2024-09-24T08:17:00Z,1.02,1.02,1.02,1.02,323
2024-09-24T08:18:00Z,1.02,1.02,1.02,1.02,63
2024-09-24T08:19:00Z,1.02,1.02,1.02,1.02,42
2024-09-24T08:20:00Z,1.02,1.02,1.02,1.02,155
2024-09-24T08:22:00Z,1.03,1.03,1.03,1.03,200
2024-09-24T08:23:00Z,1.03,1.03,1.02,1.02,204
2024-09-24T08:25:00Z,1.02,1.03,1.02,1.03,603
2024-09-24T08:26:00Z,1.04,1.04,1.04,1.04,100
2024-09-24T08:28:00Z,1.04,1.04,1.04,1.04,381
2024-09-24T08:29:00Z,1.05,1.06,1.05,1.06,650
2024-09-24T08:30:00Z,1.06,1.07,1.06,1.07,333
2024-09-24T08:31:00Z,1.07,1.08,1.07,1.08,1825
2024-09-24T08:32:00Z,1.08,1.08,1.07,1.07,200
2024-09-24T08:33:00Z,1.09,1.09,1.09,1.09,209
2024-09-24T08:34:00Z,1.09,1.09,1.09,1.09,500
2024-09-24T08:35:00Z,1.11,1.12,1.11,1.11,878
2024-09-24T08:36:00Z,1.09,1.09,1.07,1.07,208
2024-09-24T08:37:00Z,1.07,1.07,1.07,1.07,49
2024-09-24T08:38:00Z,1.09,1.09,1.09,1.09,100
2024-09-24T08:39:00Z,1.07,1.09,1.07,1.09,783
2024-09-24T08:40:00Z,1.09,1.09,1.09,1.09,1312
2024-09-24T08:41:00Z,1.08,1.08,1.05,1.05,2239
2024-09-24T08:42:00Z,1.07,1.07,1.06,1.06,150
2024-09-24T08:43:00Z,1.05,1.05,1.05,1.05,500
2024-09-24T08:45:00Z,1.05,1.05,1.05,1.05,52
2024-09-24T08:46:00Z,1.05,1.05,1.05,1.05,70
2024-09-24T08:50:00Z,1.05,1.05,1.05,1.05,25
2024-09-24T08:51:00Z,1.05,1.05,1.05,1.05,210
2024-09-24T08:53:00Z,1.05,1.05,1.05,1.05,7
2024-09-24T08:57:00Z,1.05,1.05,1.05,1.05,312
2024-09-24T08:58:00Z,1.05,1.05,1.05,1.05,114
2024-09-24T08:59:00Z,1.06,1.06,1.06,1.06,487
2024-09-24T09:00:00Z,1.07,1.07,1.07,1.07,500
2024-09-24T09:01:00Z,1.06,1.06,1.06,1.06,3
2024-09-24T09:02:00Z,1.07,1.07,1.07,1.07,1
2024-09-24T09:03:00Z,1.07,1.07,1.07,1.07,499
2024-09-24T09:05:00Z,1.07,1.07,1.06,1.06,352
2024-09-24T09:06:00Z,1.06,1.06,1.05,1.05,100
2024-09-24T09:08:00Z,1.08,1.08,1.08,1.08,41
2024-09-24T09:09:00Z,1.09,1.09,1.09,1.09,200
2024-09-24T09:10:00Z,1.09,1.09,1.09,1.09,100
2024-09-24T09:13:00Z,1.08,1.08,1.08,1.08,2
2024-09-24T09:15:00Z,1.09,1.09,1.09,1.09,2
2024-09-24T09:19:00Z,1.09,1.1,1.09,1.1,674
